user	shortcode	posttype	imgname	randomid
climate.change.communication	BpI7W_dBoM8	GraphImage	2018-10-20_03-16-01_UTC.jpg	1315
climate.change.communication	BpDAXOPBVZx	GraphSidecar	2018-10-17_20-04-18_UTC_2.jpg	1316
ipcc	BfRq5UZnQDI	GraphImage	2018-02-16_23-31-23_UTC.jpg	1317
climemechange	B2wlC-pHq-X	GraphVideo	2019-09-23_15-44-31_UTC.jpg	1318
ipcc	BLyOnWFjesn	GraphImage	2016-10-20_12-31-19_UTC.jpg	1319
climemechange	Bssv5B4nX1M	GraphImage	2019-01-16_14-42-39_UTC.jpg	1320
climatereality	BcIjvrsAmXr	GraphImage	2017-11-30_21-01-33_UTC.jpg	1321
thisiszerohour	B1xBjBGHADH	GraphSidecar	2019-08-29_23-16-26_UTC_4.jpg	1322
climatereality	658qw1Kp8T	GraphImage	2015-08-27_23-34-43_UTC.jpg	1323
cnnclimate	B5ysrK-hWcQ	GraphImage	2019-12-08_00-58-07_UTC.jpg	1324
everydayclimatechange	BA5BpTLhECf	GraphImage	2016-01-23_18-07-20_UTC.jpg	1325
climatesavemovement	Be4OMAuAGzx	GraphImage	2018-02-07_02-19-31_UTC.jpg	1326
climatechangetruth	BzaiZCvnVV2	GraphVideo	2019-07-02_12-53-55_UTC.jpg	1327
climatesavemovement	BaIRqc4BRJA	GraphImage	2017-10-12_01-20-46_UTC.jpg	1328
climatesavemovement	BZQz7ovAmLY	GraphImage	2017-09-20_12-22-44_UTC.jpg	1329
climatechangetruth	BxuJiwDHhUI	GraphImage	2019-05-21_10-23-01_UTC.jpg	1330
everydayclimatechange	1nf4QhBEHe	GraphImage	2015-04-18_12-59-51_UTC.jpg	1331
climatesavemovement	B7R3jPMjqW8	GraphImage	2020-01-14_00-01-32_UTC.jpg	1332
thisiszerohour	BkGUNzQBNGP	GraphSidecar	2018-06-16_20-18-31_UTC_2.jpg	1333
ipcc	BT_DmV1AZET	GraphImage	2017-05-12_08-16-20_UTC.jpg	1334
climatereality	Bl6Q9h1gpb8	GraphImage	2018-07-31_21-01-59_UTC.jpg	1335
noaaclimate	BX5ik75DkmE	GraphImage	2017-08-17_14-57-10_UTC.jpg	1336
climatesavemovement	BI1tr-QAXNO	GraphImage	2016-08-08_07-26-22_UTC.jpg	1337
climatesavemovement	BuBeYGMgTec	GraphSidecar	2019-02-18_12-25-03_UTC_1.jpg	1338
climatesavemovement	B5fnQBYpYhS	GraphVideo	2019-11-30_15-07-01_UTC.jpg	1339
cnnclimate	BwxLUPRFVE-	GraphImage	2019-04-27_18-04-50_UTC.jpg	1340
thisiszerohour	Bnaj207B6vV	GraphSidecar	2018-09-07_06-34-11_UTC_5.jpg	1341
everydayclimatechange	BkqYMYJH8za	GraphSidecar	2018-06-30_20-25-56_UTC_2.jpg	1342
cnnclimate	B2eeXg4JrqH	GraphImage	2019-09-16_14-54-06_UTC.jpg	1343
everydayclimatechange	BhpanghA3xI	GraphImage	2018-04-16_21-53-42_UTC.jpg	1344
climatereality	BUj9gcIAwb-	GraphImage	2017-05-26_16-15-00_UTC.jpg	1345
climatesavemovement	B1arl02JrRP	GraphSidecar	2019-08-21_07-01-18_UTC_3.jpg	1346
noaaclimate	051Stsq3r_	GraphImage	2015-03-31_19-21-54_UTC.jpg	1347
thisiszerohour	B0FGHEOngPH	GraphSidecar	2019-07-19_01-18-20_UTC_2.jpg	1348
everydayclimatechange	BBmKRIchEPd	GraphImage	2016-02-10_06-48-30_UTC.jpg	1349
everydayclimatechange	BkLDfI_njWw	GraphSidecar	2018-06-18_16-28-33_UTC_1.jpg	1350
everydayclimatechange	BvC6m5slhCX	GraphSidecar	2019-03-15_22-22-22_UTC_1.jpg	1351
climate.change.communication	B6JscdPnlBq	GraphImage	2019-12-16_23-18-38_UTC.jpg	1352
everydayclimatechange	BXtfXBMgqoG	GraphVideo	2017-08-12_22-38-10_UTC.jpg	1353
climatesavemovement	BanSo_WgZz3	GraphImage	2017-10-24_02-25-45_UTC.jpg	1354
climatesavemovement	B05ErDeHGeQ	GraphVideo	2019-08-08_05-46-55_UTC.jpg	1355
climatesavemovement	B79N_3IJly3	GraphVideo	2020-01-30_20-04-45_UTC.jpg	1356
climatesavemovement	BrdXVSoAzpk	GraphImage	2018-12-16_18-48-03_UTC.jpg	1357
everydayclimatechange	BolM9ZIn_Pc	GraphSidecar	2018-10-06_06-17-09_UTC_3.jpg	1358
nasaclimatechange	BgWwabYhz9t	GraphImage	2018-03-15_19-27-11_UTC.jpg	1359
everydayclimatechange	Btk5IIpl3Et	GraphImage	2019-02-07_10-00-49_UTC.jpg	1360
everydayclimatechange	B3REfoQF4PJ	GraphImage	2019-10-06_06-29-17_UTC.jpg	1361
climatereality	BTodukuASHy	GraphVideo	2017-05-03_13-42-07_UTC.jpg	1362
everydayclimatechange	xyk1dzhEL-	GraphImage	2015-01-13_10-09-14_UTC.jpg	1363
climatesavemovement	BnIFHZyH4Fi	GraphImage	2018-08-31_02-19-15_UTC.jpg	1364
cnnclimate	B2KnJqxpVQe	GraphVideo	2019-09-08_21-46-23_UTC.jpg	1365
thisiszerohour	BigB5W7Be4Z	GraphImage	2018-05-08_02-55-55_UTC.jpg	1366
cnnclimate	B7_9jcjp-Bs	GraphSidecar	2020-01-31_21-38-31_UTC_3.jpg	1367
climatesavemovement	Bzu43xVJDsg	GraphSidecar	2019-07-10_10-19-22_UTC_7.jpg	1368
climatesavemovement	BqUgpakAmOm	GraphImage	2018-11-18_11-44-53_UTC.jpg	1369
cnnclimate	B2AJzOvJNSy	GraphSidecar	2019-09-04_20-17-10_UTC_5.jpg	1370
everydayclimatechange	B1nwyStFMcn	GraphSidecar	2019-08-26_08-56-49_UTC_3.jpg	1371
everydayclimatechange	BiQpOKJgFGI	GraphImage	2018-05-02_03-31-41_UTC.jpg	1372
noaaclimate	7s7O4iq3hz	GraphVideo	2015-09-16_18-43-26_UTC.jpg	1373
climatesavemovement	BjoJFRvHWvO	GraphImage	2018-06-05_03-04-01_UTC.jpg	1374
climemechange	BlrDRych-Wg	GraphImage	2018-07-25_23-13-49_UTC.jpg	1375
everydayclimatechange	BQ_i0ikD_pM	GraphImage	2017-02-26_23-14-58_UTC.jpg	1376
thisiszerohour	B2pEHuin7zx	GraphSidecar	2019-09-20_17-36-24_UTC_3.jpg	1377
thisiszerohour	BgupO4th6Yo	GraphSidecar	2018-03-25_02-06-13_UTC_2.jpg	1378
thisiszerohour	B2kXKJLHMrK	GraphSidecar	2019-09-18_21-46-33_UTC_5.jpg	1379
climatesavemovement	BzNgPOypUiy	GraphImage	2019-06-27_11-09-10_UTC.jpg	1380
climate.change.communication	BnbyrSvhdiZ	GraphImage	2018-09-07_18-02-56_UTC.jpg	1381
noaaclimate	BVnRHhojxrz	GraphSidecar	2017-06-21_19-35-29_UTC_1.jpg	1382
noaaclimate	BJlAMiLDj8Y	GraphImage	2016-08-26_16-12-24_UTC.jpg	1383
cnnclimate	BwmtlWxlSPx	GraphImage	2019-04-23_16-32-37_UTC.jpg	1384
thisiszerohour	Bh5UNtMh2PS	GraphImage	2018-04-23_02-05-36_UTC.jpg	1385
climatesavemovement	Bdfl9CkAwDq	GraphImage	2018-01-03_16-14-47_UTC.jpg	1386
climatesavemovement	B75x1psDVlC	GraphImage	2020-01-29_12-01-41_UTC.jpg	1387
noaaclimate	BF7MUCZK3oL	GraphImage	2016-05-27_20-56-00_UTC.jpg	1388
everydayclimatechange	BnJdSdRnByQ	GraphSidecar	2018-08-31_15-09-42_UTC_1.jpg	1389
thisiszerohour	Bjq4sqPjYpZ	GraphSidecar	2018-06-06_04-38-35_UTC_5.jpg	1390
everydayclimatechange	00r337hEJy	GraphImage	2015-03-29_19-23-23_UTC.jpg	1391
everydayclimatechange	y9rDqChEN8	GraphImage	2015-02-11_14-06-38_UTC.jpg	1392
everydayclimatechange	BLLqImQj7ZM	GraphImage	2016-10-05_13-01-24_UTC.jpg	1393
thisiszerohour	By6lBpiHkrs	GraphImage	2019-06-20_02-45-26_UTC.jpg	1394
everydayclimatechange	ypNVzzhEPU	GraphImage	2015-02-03_15-22-10_UTC.jpg	1395
climate.change.communication	BtWyh3CnS3s	GraphImage	2019-02-01_22-33-48_UTC.jpg	1396
climemechange	BmYfRxfBv45	GraphImage	2018-08-12_14-44-18_UTC.jpg	1397
climatesavemovement	Bn7m9d1nqal	GraphSidecar	2018-09-20_02-36-15_UTC_4.jpg	1398
everydayclimatechange	BbWVVMFAYpE	GraphSidecar	2017-11-11_08-53-34_UTC_2.jpg	1399
everydayclimatechange	BUkSU9IDyQy	GraphImage	2017-05-26_19-16-56_UTC.jpg	1400
climatesavemovement	Bsgb3B6Ahlg	GraphSidecar	2019-01-11_19-56-44_UTC_8.jpg	1401
climatesavemovement	BIdbqROA10n	GraphVideo	2016-07-29_21-07-04_UTC.jpg	1402
everydayclimatechange	B2y4Q9QlauF	GraphImage	2019-09-24_13-05-12_UTC.jpg	1403
ipcc	BWh5CRbHkZZ	GraphImage	2017-07-14_14-00-14_UTC.jpg	1404
climatereality	BtgysQhFKJF	GraphImage	2019-02-05_19-47-38_UTC.jpg	1405
climemechange	B2jhHW0Hhl-	GraphImage	2019-09-18_13-54-19_UTC.jpg	1406
everydayclimatechange	BIKgQ_Sjgfc	GraphImage	2016-07-22_12-41-45_UTC.jpg	1407
climatesavemovement	BfTAsGlgJ-T	GraphImage	2018-02-17_12-01-03_UTC.jpg	1408
everydayclimatechange	1vixKiBELA	GraphImage	2015-04-21_15-59-01_UTC.jpg	1409
everydayclimatechange	BJchkRpDD9x	GraphImage	2016-08-23_09-10-50_UTC.jpg	1410
everydayclimatechange	Btgez3JFecm	GraphSidecar	2019-02-05_16-53-54_UTC_3.jpg	1411
cnnclimate	B5LtxW_pU5X	GraphImage	2019-11-22_21-37-19_UTC.jpg	1412
everydayclimatechange	8GiFt9BEBn	GraphImage	2015-09-26_17-23-59_UTC.jpg	1413
everydayclimatechange	BRbEAdpDMmq	GraphImage	2017-03-09_15-44-27_UTC.jpg	1414
climate.change.communication	B5tXOrQHd7W	GraphImage	2019-12-05_23-14-31_UTC.jpg	1415
everydayclimatechange	BygNEXSFvqH	GraphImage	2019-06-09_20-55-50_UTC.jpg	1416
everydayclimatechange	BODQPeSDpb5	GraphImage	2016-12-15_20-15-24_UTC.jpg	1417
everydayclimatechange	By4ZqTil9Ox	GraphImage	2019-06-19_06-27-39_UTC.jpg	1418
climatereality	BvCdGX6FMv_	GraphImage	2019-03-15_18-04-32_UTC.jpg	1419
climatesavemovement	BfEifymg4Ji	GraphImage	2018-02-11_21-07-52_UTC.jpg	1420
everydayclimatechange	BG6e7FPhENt	GraphImage	2016-06-21_10-50-46_UTC.jpg	1421
noaaclimate	BN7QVnyDW2Y	GraphImage	2016-12-12_17-42-19_UTC.jpg	1422
everydayclimatechange	Bp4ZTYzAUul	GraphImage	2018-11-07_13-41-58_UTC.jpg	1423
everydayclimatechange	By-6G9qlzC_	GraphImage	2019-06-21_19-06-38_UTC.jpg	1424
thisiszerohour	Bw6CE2xnc7v	GraphSidecar	2019-05-01_04-37-15_UTC_3.jpg	1425
everydayclimatechange	BuGxEGOlItx	GraphImage	2019-02-20_13-44-33_UTC.jpg	1426
everydayclimatechange	32F7L5hEFV	GraphImage	2015-06-12_22-04-27_UTC.jpg	1427
climatesavemovement	B0mE416Bg4X	GraphSidecar	2019-07-31_20-42-36_UTC_5.jpg	1428
climatechangetruth	BvePE3ZHRvo	GraphImage	2019-03-26_13-00-43_UTC.jpg	1429
cnnclimate	B1y_qAMJELr	GraphSidecar	2019-08-30_17-38-24_UTC_1.jpg	1430
everydayclimatechange	BZgE7IagwiM	GraphImage	2017-09-26_10-39-49_UTC.jpg	1431
climemechange	BmqoREhhwcN	GraphVideo	2018-08-19_15-50-27_UTC.jpg	1432
thisiszerohour	Bh48tNHh_RR	GraphSidecar	2018-04-22_22-40-11_UTC_3.jpg	1433
thisiszerohour	Bp0xA9WHKVE	GraphSidecar	2018-11-06_03-52-13_UTC_4.jpg	1434
everydayclimatechange	7FzizxhEH8	GraphVideo	2015-09-01_14-05-52_UTC.jpg	1435
thisiszerohour	BqtCTbpHA4b	GraphVideo	2018-11-28_00-24-19_UTC.jpg	1436
ipcc	Bkhc0DeAOjF	GraphImage	2018-06-27_09-13-09_UTC.jpg	1437
climate.change.communication	BsGfirRH_ph	GraphSidecar	2019-01-01_18-08-39_UTC_1.jpg	1438
cnnclimate	B4nj_0KFWPU	GraphSidecar	2019-11-08_20-39-15_UTC_2.jpg	1439
everydayclimatechange	5uKN5oBEEK	GraphImage	2015-07-29_13-10-50_UTC.jpg	1440
everydayclimatechange	BuuLj3tFL59	GraphImage	2019-03-07_21-06-27_UTC.jpg	1441
everydayclimatechange	BIpZTxBDD2f	GraphImage	2016-08-03_12-37-25_UTC.jpg	1442
climatereality	Bdirpr5gEXE	GraphVideo	2018-01-04_21-03-42_UTC.jpg	1443
everydayclimatechange	Bb3PRWdg2DN	GraphImage	2017-11-24_03-35-33_UTC.jpg	1444
cnnclimate	B4VF6QxpnrO	GraphVideo	2019-11-01_16-30-30_UTC.jpg	1445
everydayclimatechange	BL-rNmEj7Tw	GraphImage	2016-10-25_08-32-05_UTC.jpg	1446
climemechange	Bs3PjirH-jV	GraphImage	2019-01-20_16-31-44_UTC.jpg	1447
everydayclimatechange	Bw8HlDCld_o	GraphImage	2019-05-02_00-03-49_UTC.jpg	1448
climatesavemovement	B10-xFFp2S2	GraphSidecar	2019-08-31_12-09-06_UTC_4.jpg	1449
thisiszerohour	BtuvcQPH3kE	GraphSidecar	2019-02-11_05-48-36_UTC_1.jpg	1450
thisiszerohour	B2mzf7RHZgb	GraphSidecar	2019-09-19_20-32-40_UTC_4.jpg	1451
thisiszerohour	BqbddTxHqkj	GraphSidecar	2018-11-21_04-31-42_UTC_3.jpg	1452
climatereality	BpSUnLult5J	GraphSidecar	2018-10-23_18-49-51_UTC_3.jpg	1453
climate.change.communication	BrvhTsEHjer	GraphImage	2018-12-23_20-01-33_UTC.jpg	1454
cnnclimate	B43A7aYJDFs	GraphVideo	2019-11-14_20-42-02_UTC.jpg	1455
thisiszerohour	BkDwfKshdZI	GraphSidecar	2018-06-15_20-27-50_UTC_2.jpg	1456
thisiszerohour	Blg-SNGhwME	GraphSidecar	2018-07-22_01-17-46_UTC_4.jpg	1457
climatesavemovement	Bx7UHj3JKle	GraphSidecar	2019-05-26_13-05-33_UTC_2.jpg	1458
climatechangetruth	BxPciLIHPqW	GraphSidecar	2019-05-09_12-12-30_UTC_2.jpg	1459
climatesavemovement	B7QlH9Wn0Pz	GraphImage	2020-01-13_12-01-30_UTC.jpg	1460
cnnclimate	B4clLTjp7xr	GraphImage	2019-11-04_14-17-54_UTC.jpg	1461
climatesavemovement	B0ZLbV-pCKA	GraphSidecar	2019-07-26_20-29-36_UTC_4.jpg	1462
everydayclimatechange	BmSk4MDHQr9	GraphImage	2018-08-10_07-37-48_UTC.jpg	1463
everydayclimatechange	BxwTFAtF8bm	GraphImage	2019-05-22_06-24-49_UTC.jpg	1464
everydayclimatechange	BA-jWnwBEAN	GraphImage	2016-01-25_21-38-05_UTC.jpg	1465
climatesavemovement	B3aJqnfBcW3	GraphImage	2019-10-09_19-07-38_UTC.jpg	1466
everydayclimatechange	Bm8iChtHsTm	GraphImage	2018-08-26_14-41-06_UTC.jpg	1467
everydayclimatechange	BDIQ2k3hED8	GraphImage	2016-03-19_09-11-37_UTC.jpg	1468
climatechangetruth	BwhaySEn1ok	GraphSidecar	2019-04-21_15-12-09_UTC_2.jpg	1469
thisiszerohour	BhFEJ-7honi	GraphImage	2018-04-02_19-04-46_UTC.jpg	1470
everydayclimatechange	B1yHQsdlKHJ	GraphImage	2019-08-30_09-25-36_UTC.jpg	1471
climatesavemovement	BvuZyhpgnUa	GraphSidecar	2019-04-01_19-42-11_UTC_1.jpg	1472
everydayclimatechange	BmL1ucBnOec	GraphVideo	2018-08-07_16-51-57_UTC.jpg	1473
climatesavemovement	BvJk9hfAZlr	GraphSidecar	2019-03-18_12-27-54_UTC_3.jpg	1474
noaaclimate	9wShgfK3qa	GraphImage	2015-11-06_19-07-28_UTC.jpg	1475
ipcc	BGt3zVOG9WH	GraphImage	2016-06-16_13-18-02_UTC.jpg	1476
everydayclimatechange	BBIO0mmhEHx	GraphImage	2016-01-29_15-51-05_UTC.jpg	1477
climatesavemovement	B5jTPCRJSzS	GraphSidecar	2019-12-02_01-27-12_UTC_4.jpg	1478
everydayclimatechange	x8C6JlBEP4	GraphImage	2015-01-17_02-25-11_UTC.jpg	1479
climatesavemovement	BMUpuvBAXEj	GraphImage	2016-11-02_21-22-26_UTC.jpg	1480
climatesavemovement	BbaXPXpAKdc	GraphImage	2017-11-12_22-27-13_UTC.jpg	1481
climemechange	BlizbQQBy5W	GraphImage	2018-07-22_18-21-22_UTC.jpg	1482
climemechange	BwPYZvDnCjm	GraphImage	2019-04-14_15-05-00_UTC.jpg	1483
climemechange	B4VK8JqHXyr	GraphImage	2019-11-01_17-13-58_UTC.jpg	1484
noaaclimate	26Jc3Iq3od	GraphImage	2015-05-20_15-20-50_UTC.jpg	1485
everydayclimatechange	BxRAdb_F5TL	GraphImage	2019-05-10_02-45-40_UTC.jpg	1486
noaaclimate	BUjsUe0jiSh	GraphSidecar	2017-05-26_13-44-49_UTC_7.jpg	1487
thisiszerohour	BmYjMT8BAEq	GraphSidecar	2018-08-12_15-18-31_UTC_2.jpg	1488
everydayclimatechange	3HSpyVhEGt	GraphImage	2015-05-25_17-51-22_UTC.jpg	1489
cnnclimate	Bzbahjyp-VM	GraphSidecar	2019-07-02_20-48-37_UTC_3.jpg	1490
cnnclimate	B2AJzOvJNSy	GraphSidecar	2019-09-04_20-17-10_UTC_3.jpg	1491
climatereality	BaMNl3LA6-B	GraphImage	2017-10-13_14-02-09_UTC.jpg	1492
everydayclimatechange	BrOj7GrgFWe	GraphImage	2018-12-11_00-49-28_UTC.jpg	1493
climatesavemovement	BofnL9Wnfmg	GraphVideo	2018-10-04_02-12-21_UTC.jpg	1494
everydayclimatechange	B11iD7nFo-E	GraphImage	2019-08-31_17-17-31_UTC.jpg	1495
climatesavemovement	BmmIG1CnfEE	GraphImage	2018-08-17_21-51-12_UTC.jpg	1496
thisiszerohour	B5Ep3i7nKP-	GraphSidecar	2019-11-20_03-48-31_UTC_1.jpg	1497
everydayclimatechange	BvDJfveF_nt	GraphSidecar	2019-03-16_00-32-28_UTC_1.jpg	1498
cnnclimate	B7QlHsdlaCF	GraphImage	2020-01-13_12-00-43_UTC.jpg	1499
noaaclimate	-CFKHSK3r_	GraphImage	2015-11-13_16-57-01_UTC.jpg	1500
everydayclimatechange	Butlug3FdT9	GraphImage	2019-03-07_15-35-52_UTC.jpg	1501
climatesavemovement	BWMLOyOgFvw	GraphSidecar	2017-07-06_03-35-56_UTC_2.jpg	1502
everydayclimatechange	BvBio2blD0M	GraphSidecar	2019-03-15_09-33-41_UTC_2.jpg	1503
everydayclimatechange	BAhkfLnhEKw	GraphImage	2016-01-14_15-30-01_UTC.jpg	1504
everydayclimatechange	4rNgL0BEPh	GraphVideo	2015-07-03_13-10-25_UTC.jpg	1505
climatesavemovement	BW5fcvZAYXS	GraphImage	2017-07-23_17-58-26_UTC.jpg	1506
everydayclimatechange	BvOMfKhly21	GraphSidecar	2019-03-20_07-30-15_UTC_2.jpg	1507
climatesavemovement	BqlF6GLAf_1	GraphImage	2018-11-24_22-18-19_UTC.jpg	1508
everydayclimatechange	1e-kocBENU	GraphImage	2015-04-15_05-34-53_UTC.jpg	1509
everydayclimatechange	BCF1Z3bhEAK	GraphImage	2016-02-22_14-01-53_UTC.jpg	1510
climemechange	B2g3MRLnlYt	GraphImage	2019-09-17_13-09-30_UTC.jpg	1511
climatereality	BMsUHKilumV	GraphImage	2016-11-12_01-55-18_UTC.jpg	1512
everydayclimatechange	B2hDJcTFkSM	GraphImage	2019-09-17_14-53-58_UTC.jpg	1513
thisiszerohour	BrQHVeBHuOd	GraphSidecar	2018-12-11_15-18-08_UTC_2.jpg	1514
climatereality	BbIIvLoglzi	GraphImage	2017-11-05_20-34-09_UTC.jpg	1515
climatereality	6OA0Lpqp4b	GraphVideo	2015-08-10_22-04-22_UTC.jpg	1516
ipcc	BW-IguMHY2e	GraphVideo	2017-07-25_13-14-12_UTC.jpg	1517
nasaclimatechange	BNH5qfDjQWR	GraphVideo	2016-11-22_19-02-56_UTC.jpg	1518
climatesavemovement	B4fSC1HJQo1	GraphSidecar	2019-11-05_15-28-27_UTC_4.jpg	1519
climatereality	BSCVy10A5Rk	GraphImage	2017-03-24_21-50-16_UTC.jpg	1520
everydayclimatechange	BjvvDABgPwI	GraphImage	2018-06-08_01-50-27_UTC.jpg	1521
everydayclimatechange	_l28RIhEBI	GraphImage	2015-12-22_10-56-50_UTC.jpg	1522
climatesavemovement	Bmg-ZDOHECp	GraphImage	2018-08-15_21-50-06_UTC.jpg	1523
everydayclimatechange	BHKDrGoDrrV	GraphImage	2016-06-27_12-00-31_UTC.jpg	1524
climatesavemovement	Bt4SKoNg1cp	GraphSidecar	2019-02-14_22-45-11_UTC_1.jpg	1525
ipcc	BBj091JG9cB	GraphImage	2016-02-09_09-03-53_UTC.jpg	1526
thisiszerohour	BoUmlQbBkCD	GraphSidecar	2018-09-29_19-33-57_UTC_1.jpg	1527
thisiszerohour	Bl6mjtQBj8o	GraphSidecar	2018-08-01_00-10-42_UTC_1.jpg	1528
climatesavemovement	BsLbkM7AXoU	GraphSidecar	2019-01-03_16-10-06_UTC_2.jpg	1529
climemechange	B6eMGJ6nC9A	GraphImage	2019-12-24_22-20-01_UTC.jpg	1530
nasaclimatechange	8itEjGuXcF	GraphImage	2015-10-07_15-58-41_UTC.jpg	1531
thisiszerohour	Blf9gbdBFL0	GraphImage	2018-07-21_15-51-44_UTC.jpg	1532
thisiszerohour	Bz1vA7pHi5k	GraphSidecar	2019-07-13_02-07-55_UTC_1.jpg	1533
cnnclimate	B55CDKJFfEm	GraphVideo	2019-12-10_12-00-43_UTC.jpg	1534
climatesavemovement	BmSHoONHy20	GraphSidecar	2018-08-10_03-22-13_UTC_1.jpg	1535
everydayclimatechange	zASBSEBEKb	GraphImage	2015-02-12_14-25-35_UTC.jpg	1536
everydayclimatechange	BTYkwWGjYQZ	GraphImage	2017-04-27_09-35-41_UTC.jpg	1537
climatesavemovement	B1j6NRcpM25	GraphSidecar	2019-08-24_21-02-11_UTC_2.jpg	1538
everydayclimatechange	B76LyY9lhlh	GraphSidecar	2020-01-29_15-47-27_UTC_7.jpg	1539
climatesavemovement	BuBeYGMgTec	GraphSidecar	2019-02-18_12-25-03_UTC_5.jpg	1540
climatereality	BLeNoSoFgfL	GraphImage	2016-10-12_17-57-54_UTC.jpg	1541
climatereality	BTmoSY5gLS7	GraphVideo	2017-05-02_20-35-55_UTC.jpg	1542
everydayclimatechange	B4lNPQ5l-Cy	GraphSidecar	2019-11-07_22-41-54_UTC_6.jpg	1543
climemechange	B1tdknKn68Q	GraphVideo	2019-08-28_14-05-16_UTC.jpg	1544
cnnclimate	B6Ie5KalsYv	GraphImage	2019-12-16_12-00-59_UTC.jpg	1545
nasaclimatechange	2TkDX4uXXC	GraphImage	2015-05-05_15-42-54_UTC.jpg	1546
thisiszerohour	BlQ13pPBXP2	GraphSidecar	2018-07-15_18-56-24_UTC_2.jpg	1547
climate.change.communication	BhK_WxABt0n	GraphImage	2018-04-05_02-18-16_UTC.jpg	1548
thisiszerohour	Bfw8rorhlEt	GraphImage	2018-03-01_03-03-15_UTC.jpg	1549
climemechange	Bv615iGna5U	GraphImage	2019-04-06_15-38-42_UTC.jpg	1550
climemechange	BtoGIS4HKj4	GraphImage	2019-02-08_15-52-10_UTC.jpg	1551
climemechange	BlgpAJehVtg	GraphImage	2018-07-21_22-11-49_UTC.jpg	1552
climate.change.communication	Bmyde8XhmvA	GraphImage	2018-08-22_16-48-53_UTC.jpg	1553
climatereality	B2fIFrIFQQw	GraphImage	2019-09-16_20-58-40_UTC.jpg	1554
thisiszerohour	B7eBuE3HVrR	GraphSidecar	2020-01-18_17-20-45_UTC_4.jpg	1555
climate.change.communication	BwE7oh5nOp7	GraphSidecar	2019-04-10_13-41-13_UTC_6.jpg	1556
climatesavemovement	BYcSVYoATLQ	GraphImage	2017-08-31_02-48-39_UTC.jpg	1557
cnnclimate	B37zKtJFyoU	GraphImage	2019-10-22_20-45-13_UTC.jpg	1558
nasaclimatechange	BLzRMxGj5ki	GraphImage	2016-10-20_22-13-08_UTC.jpg	1559
everydayclimatechange	BoNk1WhHzjr	GraphSidecar	2018-09-27_02-04-00_UTC_4.jpg	1560
climatesavemovement	BhjcB44njpr	GraphImage	2018-04-14_14-10-36_UTC.jpg	1561
everydayclimatechange	1OkZXBBEDT	GraphImage	2015-04-08_20-38-19_UTC.jpg	1562
everydayclimatechange	BvDJfveF_nt	GraphSidecar	2019-03-16_00-32-28_UTC_3.jpg	1563
everydayclimatechange	BgZBYXwA1lv	GraphImage	2018-03-16_16-33-56_UTC.jpg	1564
climatereality	-UxMgiKpwb	GraphImage	2015-11-20_23-08-09_UTC.jpg	1565
climatereality	BJVe0CrgJvo	GraphImage	2016-08-20_15-32-06_UTC.jpg	1566
thisiszerohour	B0BeBMuHo5a	GraphSidecar	2019-07-17_15-30-17_UTC_2.jpg	1567
thisiszerohour	BmaEhLQB1yk	GraphImage	2018-08-13_05-28-57_UTC.jpg	1568
noaaclimate	7HG89CK3gW	GraphImage	2015-09-02_02-14-43_UTC.jpg	1569
climatesavemovement	B1wiNYkpXVD	GraphSidecar	2019-08-29_18-42-36_UTC_4.jpg	1570
climatesavemovement	Bt7enjRgyH4	GraphSidecar	2019-02-16_04-31-43_UTC_2.jpg	1571
climatesavemovement	B0GDQs6pR_a	GraphImage	2019-07-19_10-12-41_UTC.jpg	1572
cnnclimate	BxGCu__hNum	GraphImage	2019-05-05_20-33-54_UTC.jpg	1573
climatesavemovement	Bu4M7Bygodz	GraphImage	2019-03-11_18-30-46_UTC.jpg	1574
climatesavemovement	B0Juhx_pdKJ	GraphSidecar	2019-07-20_20-28-28_UTC_4.jpg	1575
everydayclimatechange	BchQUTPA4Yf	GraphImage	2017-12-10_11-12-48_UTC.jpg	1576
climate.change.communication	B56P6odHqSZ	GraphImage	2019-12-10_23-20-44_UTC.jpg	1577
thisiszerohour	B3VK6jgHhGg	GraphSidecar	2019-10-07_20-42-21_UTC_5.jpg	1578
noaaclimate	63DVYFq3rs	GraphImage	2015-08-26_20-35-15_UTC.jpg	1579
everydayclimatechange	BKmO4P9jgaD	GraphImage	2016-09-21_00-11-20_UTC.jpg	1580
everydayclimatechange	BTeNXmfjVqz	GraphImage	2017-04-29_14-06-46_UTC.jpg	1581
cnnclimate	BztIxf_pJ-P	GraphImage	2019-07-09_17-59-50_UTC.jpg	1582
climate.change.communication	BhFIMeChUAX	GraphImage	2018-04-02_19-40-04_UTC.jpg	1583
thisiszerohour	B6gf0OPHLub	GraphSidecar	2019-12-25_19-50-49_UTC_9.jpg	1584
climate.change.communication	Bv4XkU2HWgH	GraphSidecar	2019-04-05_16-35-11_UTC_1.jpg	1585
climatesavemovement	BsvP0xhgc6p	GraphSidecar	2019-01-17_14-00-10_UTC_3.jpg	1586
thisiszerohour	B0wVImbnmjM	GraphSidecar	2019-08-04_20-16-58_UTC_5.jpg	1587
climatesavemovement	BMKqXojgdof	GraphImage	2016-10-30_00-15-36_UTC.jpg	1588
climatesavemovement	B63J01WJWs_	GraphImage	2020-01-03_15-01-11_UTC.jpg	1589
climemechange	B7JasuVpyDu	GraphImage	2020-01-10_17-14-58_UTC.jpg	1590
